,setor,matricula,cargo,funcao,salario,mes
215,01º GABINETE DE VEREADOR,230542,ASSISTENTE PARLAMENTAR,,4189.37,1
216,01º GABINETE DE VEREADOR,230543,ASSISTENTE PARLAMENTAR,,4704.41,1
217,01º GABINETE DE VEREADOR,230544,ASSISTENTE PARLAMENTAR,,5122.07,1
218,01º GABINETE DE VEREADOR,230549,ASSISTENTE PARLAMENTAR,,11455.54,1
219,01º GABINETE DE VEREADOR,230553,ASSISTENTE PARLAMENTAR,,3867.48,1
220,01º GABINETE DE VEREADOR,230554,ASSISTENTE PARLAMENTAR,,3867.48,1
221,01º GABINETE DE VEREADOR,230557,ASSISTENTE PARLAMENTAR,,3517.6,1
222,01º GABINETE DE VEREADOR,230561,ASSISTENTE PARLAMENTAR,,3517.6,1
223,01º GABINETE DE VEREADOR,230565,ASSISTENTE PARLAMENTAR,,3356.48,1
224,01º GABINETE DE VEREADOR,230613,ASSISTENTE PARLAMENTAR,,4704.41,1
225,01º GABINETE DE VEREADOR,230690,ASSISTENTE PARLAMENTAR,,3014.82,1
226,01º GABINETE DE VEREADOR,230694,ASSISTENTE PARLAMENTAR,,11466.03,1
227,01º GABINETE DE VEREADOR,230747,ASSISTENTE PARLAMENTAR,,2392.22,1
228,02º GABINETE DE VEREADOR,40527,VEREADOR,VEREADOR,11534.82,1
229,02º GABINETE DE VEREADOR,230018,CHEFE DE GABINETE,CHEFE DE GABINETE,10141.91,1
230,02º GABINETE DE VEREADOR,24049,ASSISTENTE PARLAMENTAR,,9783.95,1
231,02º GABINETE DE VEREADOR,26364,ASSISTENTE PARLAMENTAR,,9800.92,1
232,02º GABINETE DE VEREADOR,28128,ASSISTENTE PARLAMENTAR,,8171.55,1
233,02º GABINETE DE VEREADOR,28134,ASSISTENTE PARLAMENTAR,,3087.9,1
234,02º GABINETE DE VEREADOR,28139,ASSISTENTE PARLAMENTAR,,9783.95,1
235,02º GABINETE DE VEREADOR,29008,ASSISTENTE PARLAMENTAR,,9864.04,1
236,02º GABINETE DE VEREADOR,29284,ASSISTENTE PARLAMENTAR,,3530.52,1
237,02º GABINETE DE VEREADOR,29360,ASSISTENTE PARLAMENTAR,,8091.09,1
238,02º GABINETE DE VEREADOR,29512,ASSISTENTE PARLAMENTAR,,2713.27,1
239,02º GABINETE DE VEREADOR,29576,ASSISTENTE PARLAMENTAR,,8199.5,1
240,02º GABINETE DE VEREADOR,29629,ASSISTENTE PARLAMENTAR,,2916.34,1
241,02º GABINETE DE VEREADOR,29961,ASSISTENTE PARLAMENTAR,,3332.99,1
242,02º GABINETE DE VEREADOR,52404,COMISSIONADO,,80.35,1
243,02º GABINETE DE VEREADOR,230016,ASSISTENTE PARLAMENTAR,,8091.09,1
244,02º GABINETE DE VEREADOR,230212,ASSISTENTE PARLAMENTAR,,3301.09,1
245,02º GABINETE DE VEREADOR,230254,ASSISTENTE PARLAMENTAR,,576.52,1
246,02º GABINETE DE VEREADOR,230351,ASSISTENTE PARLAMENTAR,,9755.63,1
247,02º GABINETE DE VEREADOR,230732,ASSISTENTE PARLAMENTAR,,7230.1,1
248,03º GABINETE DE VEREADOR,40510,VEREADOR,VEREADOR,11482.68,1
249,03º GABINETE DE VEREADOR,230152,CHEFE DE GABINETE,CHEFE DE GABINETE,17075.68,1
250,03º GABINETE DE VEREADOR,24878,ASSISTENTE PARLAMENTAR,,4443.61,1
251,03º GABINETE DE VEREADOR,26514,ASSISTENTE PARLAMENTAR,,3394.55,1
252,03º GABINETE DE VEREADOR,26976,ASSISTENTE PARLAMENTAR,,6561.78,1
253,03º GABINETE DE VEREADOR,27367,ASSISTENTE PARLAMENTAR,,10705.57,1
254,03º GABINETE DE VEREADOR,27549,ASSISTENTE PARLAMENTAR,,5649.76,1
255,03º GABINETE DE VEREADOR,27556,ASSISTENTE PARLAMENTAR,,8721.91,1
256,03º GABINETE DE VEREADOR,27961,ASSISTENTE PARLAMENTAR,,9124.0,1
257,03º GABINETE DE VEREADOR,27984,ASSISTENTE PARLAMENTAR,,7116.91,1
258,03º GABINETE DE VEREADOR,28101,ASSISTENTE PARLAMENTAR,,9814.18,1
259,03º GABINETE DE VEREADOR,29535,ASSISTENTE PARLAMENTAR,,2490.99,1
260,03º GABINETE DE VEREADOR,29574,ASSISTENTE PARLAMENTAR,,7968.38,1
261,03º GABINETE DE VEREADOR,29624,ASSISTENTE PARLAMENTAR,,2642.78,1
262,03º GABINETE DE VEREADOR,29916,ASSISTENTE PARLAMENTAR,,4445.51,1
263,03º GABINETE DE VEREADOR,52213,COMISSIONADO,,6293.42,1
264,03º GABINETE DE VEREADOR,230247,ASSISTENTE PARLAMENTAR,,3575.25,1
265,03º GABINETE DE VEREADOR,230313,ASSISTENTE PARLAMENTAR,,6691.84,1
266,03º GABINETE DE VEREADOR,230530,ASSISTENTE PARLAMENTAR,,3318.41,1
267,04º GABINETE DE VEREADOR,40572,VEREADOR,VEREADOR,11326.27,1
268,04º GABINETE DE VEREADOR,230088,CHEFE DE GABINETE,CHEFE DE GABINETE,5172.09,1
269,04º GABINETE DE VEREADOR,230509,CHEFE DE GABINETE,CHEFE DE GABINETE,-80.0,1
270,04º GABINETE DE VEREADOR,24866,ASSISTENTE PARLAMENTAR,,-80.0,1
271,04º GABINETE DE VEREADOR,26856,ASSISTENTE PARLAMENTAR,,11916.27,1
272,04º GABINETE DE VEREADOR,28086,ASSISTENTE PARLAMENTAR,,2885.36,1
273,04º GABINETE DE VEREADOR,28189,ASSISTENTE PARLAMENTAR,,11455.54,1
274,04º GABINETE DE VEREADOR,29173,ASSISTENTE PARLAMENTAR,,-80.0,1
275,04º GABINETE DE VEREADOR,29177,ASSISTENTE PARLAMENTAR,,-80.0,1
276,04º GABINETE DE VEREADOR,29443,ASSISTENTE PARLAMENTAR,,-80.0,1
277,04º GABINETE DE VEREADOR,29463,ASSISTENTE PARLAMENTAR,,11972.69,1
278,04º GABINETE DE VEREADOR,29479,ASSISTENTE PARLAMENTAR,,13091.91,1
279,04º GABINETE DE VEREADOR,29714,ASSISTENTE PARLAMENTAR,,-103.68,1
280,04º GABINETE DE VEREADOR,29725,ASSISTENTE PARLAMENTAR,,-80.0,1
281,04º GABINETE DE VEREADOR,230090,ASSISTENTE PARLAMENTAR,,11911.22,1
282,04º GABINETE DE VEREADOR,230315,ASSISTENTE PARLAMENTAR,,12818.63,1
283,04º GABINETE DE VEREADOR,230330,ASSISTENTE PARLAMENTAR,,-80.0,1
284,04º GABINETE DE VEREADOR,230345,ASSISTENTE PARLAMENTAR,,-80.0,1
285,04º GABINETE DE VEREADOR,230352,ASSISTENTE PARLAMENTAR,,-80.0,1
286,04º GABINETE DE VEREADOR,230496,ASSISTENTE PARLAMENTAR,,-80.0,1
287,04º GABINETE DE VEREADOR,230501,ASSISTENTE PARLAMENTAR,,-207.31,1
288,04º GABINETE DE VEREADOR,230512,ASSISTENTE PARLAMENTAR,,-80.0,1
289,04º GABINETE DE VEREADOR,230560,ASSISTENTE PARLAMENTAR,,2638.98,1
290,04º GABINETE DE VEREADOR,230564,ASSISTENTE PARLAMENTAR,,3482.44,1
291,04º GABINETE DE VEREADOR,230674,ASSISTENTE PARLAMENTAR,,11561.96,1
292,04º GABINETE DE VEREADOR,230730,ASSISTENTE PARLAMENTAR,,11497.25,1
293,05º GABINETE DE VEREADOR,40554,VEREADOR,VEREADOR,11534.82,1
294,05º GABINETE DE VEREADOR,29638,CHEFE DE GABINETE,CHEFE DE GABINETE,14834.04,1
295,05º GABINETE DE VEREADOR,28359,ASSISTENTE PARLAMENTAR,,2863.7,1
296,05º GABINETE DE VEREADOR,29216,ASSISTENTE PARLAMENTAR,,17948.5,1
297,05º GABINETE DE VEREADOR,29217,ASSISTENTE PARLAMENTAR,,17948.5,1
298,05º GABINETE DE VEREADOR,29253,ASSISTENTE PARLAMENTAR,,2562.01,1
299,05º GABINETE DE VEREADOR,29384,ASSISTENTE PARLAMENTAR,,8860.3,1
300,05º GABINETE DE VEREADOR,29471,ASSISTENTE PARLAMENTAR,,10573.17,1
301,05º GABINETE DE VEREADOR,29472,ASSISTENTE PARLAMENTAR,,2574.35,1
302,05º GABINETE DE VEREADOR,29497,ASSISTENTE PARLAMENTAR,,4437.43,1
303,05º GABINETE DE VEREADOR,29504,ASSISTENTE PARLAMENTAR,,3883.47,1
304,05º GABINETE DE VEREADOR,29754,ASSISTENTE PARLAMENTAR,,17944.99,1
305,05º GABINETE DE VEREADOR,29798,ASSISTENTE PARLAMENTAR,,2232.78,1
306,05º GABINETE DE VEREADOR,230135,ASSISTENTE PARLAMENTAR,,2277.77,1
307,06º GABINETE DE VEREADOR,40539,VEREADOR,VEREADOR,11326.27,1
308,06º GABINETE DE VEREADOR,23231,CHEFE DE GABINETE,CHEFE DE GABINETE,14290.97,1
309,06º GABINETE DE VEREADOR,26808,CHEFE DE GABINETE,CHEFE DE GABINETE,-80.0,1
310,06º GABINETE DE VEREADOR,26729,ASSISTENTE PARLAMENTAR,ASSISTENTE DE IMPRENSA,-80.0,1
311,06º GABINETE DE VEREADOR,,ASSISTENTE PARLAMENTAR,,0.0,1
312,06º GABINETE DE VEREADOR,23231,ASSISTENTE PARLAMENTAR,,0.0,1
313,06º GABINETE DE VEREADOR,20890,ASSISTENTE PARLAMENTAR,,5753.69,1
314,06º GABINETE DE VEREADOR,22016,ASSISTENTE PARLAMENTAR,,-80.0,1
315,06º GABINETE DE VEREADOR,22923,ASSISTENTE PARLAMENTAR,,12394.22,1
316,06º GABINETE DE VEREADOR,23884,ASSISTENTE PARLAMENTAR,,-80.0,1
317,06º GABINETE DE VEREADOR,26807,ASSISTENTE PARLAMENTAR,,-80.0,1
318,06º GABINETE DE VEREADOR,27129,ASSISTENTE PARLAMENTAR,,-103.68,1
319,06º GABINETE DE VEREADOR,27375,ASSISTENTE PARLAMENTAR,,4424.51,1
320,06º GABINETE DE VEREADOR,27974,ASSISTENTE PARLAMENTAR,,12155.16,1
321,06º GABINETE DE VEREADOR,28230,ASSISTENTE PARLAMENTAR,,2884.71,1
322,06º GABINETE DE VEREADOR,28486,ASSISTENTE PARLAMENTAR,,12155.16,1
323,06º GABINETE DE VEREADOR,28610,ASSISTENTE PARLAMENTAR,,-80.0,1
324,06º GABINETE DE VEREADOR,28942,ASSISTENTE PARLAMENTAR,,-80.0,1
325,06º GABINETE DE VEREADOR,29603,ASSISTENTE PARLAMENTAR,,-80.0,1
326,06º GABINETE DE VEREADOR,230078,ASSISTENTE PARLAMENTAR,,-80.0,1
327,06º GABINETE DE VEREADOR,230594,ASSISTENTE PARLAMENTAR,,2839.77,1
328,06º GABINETE DE VEREADOR,230596,ASSISTENTE PARLAMENTAR,,2715.82,1
329,06º GABINETE DE VEREADOR,230706,ASSISTENTE PARLAMENTAR,,6733.99,1
330,06º GABINETE DE VEREADOR,230736,ASSISTENTE PARLAMENTAR,,3139.43,1
331,06º GABINETE DE VEREADOR,230739,ASSISTENTE PARLAMENTAR,,5513.12,1
332,06º GABINETE DE VEREADOR,230744,ASSISTENTE PARLAMENTAR,,5531.66,1
333,06º GABINETE DE VEREADOR,230763,ASSISTENTE PARLAMENTAR,,8120.3,1
334,06º GABINETE DE VEREADOR,230764,ASSISTENTE PARLAMENTAR,,7769.21,1
335,07º GABINETE DE VEREADOR,40582,VEREADOR,VEREADOR,11326.27,1
336,07º GABINETE DE VEREADOR,28350,CHEFE DE GABINETE,CHEFE DE GABINETE,17817.23,1
337,07º GABINETE DE VEREADOR,230033,CHEFE DE GABINETE,CHEFE DE GABINETE,-80.0,1
338,07º GABINETE DE VEREADOR,230608,ASSISTENTE PARLAMENTAR,ASSISTENTE DE IMPRENSA,7197.92,1
339,07º GABINETE DE VEREADOR,22178,ASSISTENTE PARLAMENTAR,,-80.0,1
340,07º GABINETE DE VEREADOR,29117,ASSISTENTE PARLAMENTAR,,5486.61,1
341,07º GABINETE DE VEREADOR,29195,ASSISTENTE PARLAMENTAR,,5249.61,1
342,07º GABINETE DE VEREADOR,52391,COMISSIONADO,,-212.12,1
343,07º GABINETE DE VEREADOR,230023,ASSISTENTE PARLAMENTAR,,-103.68,1
344,07º GABINETE DE VEREADOR,230025,ASSISTENTE PARLAMENTAR,,-80.0,1
345,07º GABINETE DE VEREADOR,230026,ASSISTENTE PARLAMENTAR,,-103.68,1
346,07º GABINETE DE VEREADOR,230027,ASSISTENTE PARLAMENTAR,,-103.68,1
347,07º GABINETE DE VEREADOR,230028,ASSISTENTE PARLAMENTAR,,-80.0,1
348,07º GABINETE DE VEREADOR,230029,ASSISTENTE PARLAMENTAR,,-80.0,1
349,07º GABINETE DE VEREADOR,230031,ASSISTENTE PARLAMENTAR,,-103.68,1
350,07º GABINETE DE VEREADOR,230148,ASSISTENTE PARLAMENTAR,,-103.68,1
351,07º GABINETE DE VEREADOR,230249,ASSISTENTE PARLAMENTAR,,-103.68,1
352,07º GABINETE DE VEREADOR,230349,ASSISTENTE PARLAMENTAR,,-80.0,1
353,07º GABINETE DE VEREADOR,230372,ASSISTENTE PARLAMENTAR,,-103.68,1
354,07º GABINETE DE VEREADOR,230376,ASSISTENTE PARLAMENTAR,,-103.68,1
355,07º GABINETE DE VEREADOR,230391,ASSISTENTE PARLAMENTAR,,-80.0,1
356,07º GABINETE DE VEREADOR,230398,ASSISTENTE PARLAMENTAR,,-103.68,1
357,07º GABINETE DE VEREADOR,230412,ASSISTENTE PARLAMENTAR,,-80.0,1
358,07º GABINETE DE VEREADOR,230600,ASSISTENTE PARLAMENTAR,,4907.41,1
359,07º GABINETE DE VEREADOR,230601,ASSISTENTE PARLAMENTAR,,7275.74,1
360,07º GABINETE DE VEREADOR,230602,ASSISTENTE PARLAMENTAR,,11877.07,1
361,07º GABINETE DE VEREADOR,230603,ASSISTENTE PARLAMENTAR,,7275.74,1
362,07º GABINETE DE VEREADOR,230609,ASSISTENTE PARLAMENTAR,,3860.35,1
363,07º GABINETE DE VEREADOR,230611,ASSISTENTE PARLAMENTAR,,15781.44,1
364,07º GABINETE DE VEREADOR,230612,ASSISTENTE PARLAMENTAR,,4189.37,1
365,07º GABINETE DE VEREADOR,230614,ASSISTENTE PARLAMENTAR,,15801.74,1
366,07º GABINETE DE VEREADOR,230616,ASSISTENTE PARLAMENTAR,,5178.07,1
367,07º GABINETE DE VEREADOR,230658,ASSISTENTE PARLAMENTAR,,3149.98,1
368,07º GABINETE DE VEREADOR,230686,ASSISTENTE PARLAMENTAR,,3477.8,1
369,07º GABINETE DE VEREADOR,230687,ASSISTENTE PARLAMENTAR,,3767.96,1
370,08º GABINETE DE VEREADOR,24082,CHEFE DE GABINETE,CHEFE DE GABINETE,16789.83,1
371,08º GABINETE DE VEREADOR,23559,ASSISTENTE PARLAMENTAR,,1718.34,1
372,08º GABINETE DE VEREADOR,25014,ASSISTENTE PARLAMENTAR,,11760.3,1
373,08º GABINETE DE VEREADOR,27970,ASSISTENTE PARLAMENTAR,,2356.95,1
374,08º GABINETE DE VEREADOR,28563,ASSISTENTE PARLAMENTAR,,8447.73,1
375,08º GABINETE DE VEREADOR,29114,ASSISTENTE PARLAMENTAR,,2019.7,1
376,08º GABINETE DE VEREADOR,29213,ASSISTENTE PARLAMENTAR,,2439.97,1
377,08º GABINETE DE VEREADOR,29241,ASSISTENTE PARLAMENTAR,,1204.88,1
378,08º GABINETE DE VEREADOR,29292,ASSISTENTE PARLAMENTAR,,2802.4,1
379,08º GABINETE DE VEREADOR,29307,ASSISTENTE PARLAMENTAR,,12187.34,1
380,08º GABINETE DE VEREADOR,29340,ASSISTENTE PARLAMENTAR,,3733.15,1
381,08º GABINETE DE VEREADOR,29394,ASSISTENTE PARLAMENTAR,,12425.59,1
382,08º GABINETE DE VEREADOR,29651,ASSISTENTE PARLAMENTAR,,12851.32,1
383,08º GABINETE DE VEREADOR,29848,ASSISTENTE PARLAMENTAR,,2752.05,1
384,08º GABINETE DE VEREADOR,29993,ASSISTENTE PARLAMENTAR,,9649.84,1
385,08º GABINETE DE VEREADOR,52130,COMISSIONADO,,9673.63,1
386,08º GABINETE DE VEREADOR,230250,ASSISTENTE PARLAMENTAR,,5034.37,1
387,08º GABINETE DE VEREADOR,230285,ASSISTENTE PARLAMENTAR,,2701.83,1
388,09º GABINETE DE VEREADOR,40588,VEREADOR,VEREADOR,11326.27,1
389,09º GABINETE DE VEREADOR,26012,CHEFE DE GABINETE,CHEFE DE GABINETE,15076.01,1
390,09º GABINETE DE VEREADOR,25507,ASSISTENTE PARLAMENTAR,,10709.88,1
391,09º GABINETE DE VEREADOR,25563,ASSISTENTE PARLAMENTAR,,7067.61,1
392,09º GABINETE DE VEREADOR,27306,ASSISTENTE PARLAMENTAR,,-80.0,1
393,09º GABINETE DE VEREADOR,27938,ASSISTENTE PARLAMENTAR,,16501.48,1
394,09º GABINETE DE VEREADOR,28018,ASSISTENTE PARLAMENTAR,,500.26,1
395,09º GABINETE DE VEREADOR,28123,ASSISTENTE PARLAMENTAR,,-80.0,1
396,09º GABINETE DE VEREADOR,28834,ASSISTENTE PARLAMENTAR,,2560.36,1
397,09º GABINETE DE VEREADOR,29029,ASSISTENTE PARLAMENTAR,,15957.34,1
398,09º GABINETE DE VEREADOR,29144,ASSISTENTE PARLAMENTAR,,15957.34,1
399,09º GABINETE DE VEREADOR,230413,ASSISTENTE PARLAMENTAR,,-103.68,1
400,09º GABINETE DE VEREADOR,230437,ASSISTENTE PARLAMENTAR,,6677.34,1
401,09º GABINETE DE VEREADOR,230440,ASSISTENTE PARLAMENTAR,,13745.33,1
402,09º GABINETE DE VEREADOR,230441,ASSISTENTE PARLAMENTAR,,2248.78,1
403,09º GABINETE DE VEREADOR,230476,ASSISTENTE PARLAMENTAR,,-80.0,1
404,09º GABINETE DE VEREADOR,230534,ASSISTENTE PARLAMENTAR,,1677.15,1
405,09º GABINETE DE VEREADOR,230569,ASSISTENTE PARLAMENTAR,,2397.15,1
406,09º GABINETE DE VEREADOR,230572,ASSISTENTE PARLAMENTAR,,2109.35,1
407,09º GABINETE DE VEREADOR,230573,ASSISTENTE PARLAMENTAR,,1780.78,1
408,09º GABINETE DE VEREADOR,230617,ASSISTENTE PARLAMENTAR,,3199.87,1
409,09º GABINETE DE VEREADOR,230618,ASSISTENTE PARLAMENTAR,,2109.35,1
410,09º GABINETE DE VEREADOR,230620,ASSISTENTE PARLAMENTAR,,1858.68,1
411,10º GABINETE DE VEREADOR,40474,VEREADOR,VEREADOR,9340.52,1
412,10º GABINETE DE VEREADOR,29870,CHEFE DE GABINETE,CHEFE DE GABINETE,-797.72,1
413,10º GABINETE DE VEREADOR,21158,ASSISTENTE PARLAMENTAR,,4674.66,1
414,10º GABINETE DE VEREADOR,26632,ASSISTENTE PARLAMENTAR,,4029.12,1
415,10º GABINETE DE VEREADOR,27849,ASSISTENTE PARLAMENTAR,,-80.0,1
416,10º GABINETE DE VEREADOR,28137,ASSISTENTE PARLAMENTAR,,5256.75,1
417,10º GABINETE DE VEREADOR,28146,ASSISTENTE PARLAMENTAR,,3447.37,1
418,10º GABINETE DE VEREADOR,28203,ASSISTENTE PARLAMENTAR,,-80.0,1
419,10º GABINETE DE VEREADOR,28559,ASSISTENTE PARLAMENTAR,,4272.41,1
420,10º GABINETE DE VEREADOR,28773,ASSISTENTE PARLAMENTAR,,3486.48,1
421,10º GABINETE DE VEREADOR,28812,ASSISTENTE PARLAMENTAR,,3872.25,1
422,10º GABINETE DE VEREADOR,29373,ASSISTENTE PARLAMENTAR,,-80.0,1
423,10º GABINETE DE VEREADOR,29965,ASSISTENTE PARLAMENTAR,,7136.39,1
424,10º GABINETE DE VEREADOR,230125,ASSISTENTE PARLAMENTAR,,-80.0,1
425,10º GABINETE DE VEREADOR,230329,ASSISTENTE PARLAMENTAR,,-103.68,1
426,10º GABINETE DE VEREADOR,230367,ASSISTENTE PARLAMENTAR,,-103.68,1
427,10º GABINETE DE VEREADOR,230430,ASSISTENTE PARLAMENTAR,,-103.68,1
428,10º GABINETE DE VEREADOR,230436,ASSISTENTE PARLAMENTAR,,-103.68,1
429,10º GABINETE DE VEREADOR,230438,ASSISTENTE PARLAMENTAR,,-103.68,1
430,10º GABINETE DE VEREADOR,230450,ASSISTENTE PARLAMENTAR,,-103.68,1
431,10º GABINETE DE VEREADOR,230625,ASSISTENTE PARLAMENTAR,,4660.49,1
432,10º GABINETE DE VEREADOR,230627,ASSISTENTE PARLAMENTAR,,3686.9,1
433,11º GABINETE DE VEREADOR,40581,VEREADOR,VEREADOR,11430.54,1
434,11º GABINETE DE VEREADOR,28407,CHEFE DE GABINETE,CHEFE DE GABINETE,-80.0,1
435,11º GABINETE DE VEREADOR,29187,CHEFE DE GABINETE,CHEFE DE GABINETE,13122.78,1
436,11º GABINETE DE VEREADOR,24675,ASSISTENTE PARLAMENTAR,,-80.0,1
437,11º GABINETE DE VEREADOR,25896,ASSISTENTE PARLAMENTAR,,476.44,1
438,11º GABINETE DE VEREADOR,26739,ASSISTENTE PARLAMENTAR,,-80.0,1
439,11º GABINETE DE VEREADOR,28163,ASSISTENTE PARLAMENTAR,,-2036.12,1
440,11º GABINETE DE VEREADOR,28466,ASSISTENTE PARLAMENTAR,,-80.0,1
441,11º GABINETE DE VEREADOR,28993,ASSISTENTE PARLAMENTAR,,-80.0,1
442,11º GABINETE DE VEREADOR,29224,ASSISTENTE PARLAMENTAR,,5198.56,1
443,11º GABINETE DE VEREADOR,29858,ASSISTENTE PARLAMENTAR,,7329.84,1
444,11º GABINETE DE VEREADOR,29938,ASSISTENTE PARLAMENTAR,,-80.0,1
445,11º GABINETE DE VEREADOR,29939,ASSISTENTE PARLAMENTAR,,-103.68,1
446,11º GABINETE DE VEREADOR,29940,ASSISTENTE PARLAMENTAR,,-543.68,1
447,11º GABINETE DE VEREADOR,29942,ASSISTENTE PARLAMENTAR,,-80.0,1
448,11º GABINETE DE VEREADOR,29943,ASSISTENTE PARLAMENTAR,,3058.93,1
449,11º GABINETE DE VEREADOR,29944,ASSISTENTE PARLAMENTAR,,-103.68,1
450,11º GABINETE DE VEREADOR,29945,ASSISTENTE PARLAMENTAR,,-80.0,1
451,11º GABINETE DE VEREADOR,29962,ASSISTENTE PARLAMENTAR,,-80.0,1
452,11º GABINETE DE VEREADOR,52373,COMISSIONADO,,-248.78,1
453,11º GABINETE DE VEREADOR,230112,ASSISTENTE PARLAMENTAR,,-103.68,1
454,11º GABINETE DE VEREADOR,230295,ASSISTENTE PARLAMENTAR,,-80.0,1
455,11º GABINETE DE VEREADOR,230579,ASSISTENTE PARLAMENTAR,,4179.82,1
456,11º GABINETE DE VEREADOR,230580,ASSISTENTE PARLAMENTAR,,6869.74,1
457,11º GABINETE DE VEREADOR,230581,ASSISTENTE PARLAMENTAR,,4265.14,1
458,11º GABINETE DE VEREADOR,230582,ASSISTENTE PARLAMENTAR,,4704.41,1
459,11º GABINETE DE VEREADOR,230584,ASSISTENTE PARLAMENTAR,,3009.42,1
460,11º GABINETE DE VEREADOR,230593,ASSISTENTE PARLAMENTAR,,6869.74,1
461,12º GABINETE DE VEREADOR,40501,VEREADOR,VEREADOR,11430.54,1
462,12º GABINETE DE VEREADOR,23652,CHEFE DE GABINETE,CHEFE DE GABINETE,16366.34,1
463,12º GABINETE DE VEREADOR,26839,ASSISTENTE PARLAMENTAR,,4094.0,1
464,12º GABINETE DE VEREADOR,26846,ASSISTENTE PARLAMENTAR,,4236.75,1
465,12º GABINETE DE VEREADOR,27923,ASSISTENTE PARLAMENTAR,,4488.09,1
466,12º GABINETE DE VEREADOR,28341,ASSISTENTE PARLAMENTAR,,9214.84,1
467,12º GABINETE DE VEREADOR,28369,ASSISTENTE PARLAMENTAR,,5815.44,1
468,12º GABINETE DE VEREADOR,28999,ASSISTENTE PARLAMENTAR,,9321.85,1
469,12º GABINETE DE VEREADOR,29011,ASSISTENTE PARLAMENTAR,,9008.75,1
470,12º GABINETE DE VEREADOR,29647,ASSISTENTE PARLAMENTAR,,2765.7,1
471,12º GABINETE DE VEREADOR,29774,ASSISTENTE PARLAMENTAR,,3236.87,1
472,12º GABINETE DE VEREADOR,29817,ASSISTENTE PARLAMENTAR,,9214.84,1
473,12º GABINETE DE VEREADOR,52311,COMISSIONADO,,4513.87,1
474,12º GABINETE DE VEREADOR,230133,ASSISTENTE PARLAMENTAR,,9868.84,1
475,12º GABINETE DE VEREADOR,230155,ASSISTENTE PARLAMENTAR,,2067.29,1
476,12º GABINETE DE VEREADOR,230180,ASSISTENTE PARLAMENTAR,,9049.48,1
477,12º GABINETE DE VEREADOR,230359,ASSISTENTE PARLAMENTAR,,2075.97,1
478,12º GABINETE DE VEREADOR,230417,ASSISTENTE PARLAMENTAR,,9227.89,1
479,12º GABINETE DE VEREADOR,230457,ASSISTENTE PARLAMENTAR,,9068.19,1
480,12º GABINETE DE VEREADOR,230769,ASSISTENTE PARLAMENTAR,,2407.11,1
481,13º GABINETE DE VEREADOR,40367,VEREADOR,VEREADOR,11326.27,1
482,13º GABINETE DE VEREADOR,24843,CHEFE DE GABINETE,CHEFE DE GABINETE,-80.0,1
483,13º GABINETE DE VEREADOR,230636,CHEFE DE GABINETE,CHEFE DE GABINETE,12362.5,1
484,13º GABINETE DE VEREADOR,29698,ASSISTENTE PARLAMENTAR,ASSISTENTE DE IMPRENSA,-103.68,1
485,13º GABINETE DE VEREADOR,20475,ASSISTENTE PARLAMENTAR,,-80.0,1
486,13º GABINETE DE VEREADOR,22566,ASSISTENTE PARLAMENTAR,,-103.68,1
487,13º GABINETE DE VEREADOR,25065,ASSISTENTE PARLAMENTAR,,-80.0,1
488,13º GABINETE DE VEREADOR,25857,ASSISTENTE PARLAMENTAR,,-103.68,1
489,13º GABINETE DE VEREADOR,27048,ASSISTENTE PARLAMENTAR,,-103.68,1
490,13º GABINETE DE VEREADOR,27818,ASSISTENTE PARLAMENTAR,,-103.68,1
491,13º GABINETE DE VEREADOR,29286,ASSISTENTE PARLAMENTAR,,-103.68,1
492,13º GABINETE DE VEREADOR,29348,ASSISTENTE PARLAMENTAR,,-103.68,1
493,13º GABINETE DE VEREADOR,29563,ASSISTENTE PARLAMENTAR,,-103.68,1
494,13º GABINETE DE VEREADOR,29568,ASSISTENTE PARLAMENTAR,,-80.0,1
495,13º GABINETE DE VEREADOR,29748,ASSISTENTE PARLAMENTAR,,-103.68,1
496,13º GABINETE DE VEREADOR,29760,ASSISTENTE PARLAMENTAR,,7079.77,1
497,13º GABINETE DE VEREADOR,29814,ASSISTENTE PARLAMENTAR,,-114.8,1
498,13º GABINETE DE VEREADOR,230138,ASSISTENTE PARLAMENTAR,,-80.0,1
499,13º GABINETE DE VEREADOR,230161,ASSISTENTE PARLAMENTAR,,-103.68,1
500,13º GABINETE DE VEREADOR,230370,ASSISTENTE PARLAMENTAR,,10696.47,1
501,13º GABINETE DE VEREADOR,230525,ASSISTENTE PARLAMENTAR,,-80.0,1
502,13º GABINETE DE VEREADOR,230576,ASSISTENTE PARLAMENTAR,,6387.34,1
503,13º GABINETE DE VEREADOR,230577,ASSISTENTE PARLAMENTAR,,6387.34,1
504,13º GABINETE DE VEREADOR,230578,ASSISTENTE PARLAMENTAR,,7084.24,1
505,13º GABINETE DE VEREADOR,230629,ASSISTENTE PARLAMENTAR,,8754.38,1
506,13º GABINETE DE VEREADOR,230631,ASSISTENTE PARLAMENTAR,,6491.61,1
507,13º GABINETE DE VEREADOR,230632,ASSISTENTE PARLAMENTAR,,8362.63,1
508,13º GABINETE DE VEREADOR,230633,ASSISTENTE PARLAMENTAR,,6559.07,1
509,13º GABINETE DE VEREADOR,230635,ASSISTENTE PARLAMENTAR,,6035.39,1
510,13º GABINETE DE VEREADOR,230639,ASSISTENTE PARLAMENTAR,,10012.33,1
